,hard_skills,id_annonce
5013,Excel,44794392
5013,Tableau,44794392
5013,Power Bi,44794392
5014,Looker,44725627
5014,Tableau,44725627
5014,Power Bi,44725627
5015,Mac,44865412
5015,SAP,44865412
5015,Excel,44865412
5016,ML,44857948
5016,Excel,44857948
5016,SQL,44857948
5016,Javascript,44857948
5016,Oracle,44857948
5017,Excel,44839712
5017,Tableau,44839712
5017,data mining,44839712
5017,SQL,44839712
5017,Windows,44839712
5017,MongoDB,44839712
5017,MySQL,44839712
5017,Spark,44839712
5017,Hadoop,44839712
5017,SQL Server,44839712
5017,PostgreSQL,44839712
5017,QlikSens,44839712
5017,machine learning,44839712
5017,ETL,44839712
5017,Mac,44839712
5017,Qlik,44839712
5018,Airflow,44827271
5018,Spark,44827271
5018,Power Bi,44827271
5020,ML,44802913
5020,Excel,44802913
5020,PySpark,44802913
5020,Azure,44802913
5020,Spark,44802913
5020,machine learning,44802913
5020,Mac,44802913
5020,Databricks,44802913
5021,ETL,44765000
5021,Tableau,44765000
5021,SQL,44765000
5022,Oracle,44825192
5022,SQL Server,44825192
5022,MySQL,44825192
5022,SQL,44825192
5023,Airflow,44839046
5023,Excel,44839046
5023,data mining,44839046
5023,Apache,44839046
5023,SQL,44839046
5023,Spark,44839046
5023,Access,44839046
5023,Mac,44839046
5023,Datalake,44839046
5023,Docker,44839046
5024,Excel,44839915
5025,Tableau,44837448
5026,NoSQL,44816818
5026,SQL,44816818
5028,SAP,44771840
5029,SQL,44802499
5029,NoSQL,44802499
5029,Azure,44802499
5029,Spark,44802499
5029,Databricks,44802499
5029,Datalake,44802499
5029,Docker,44802499
5030,Tableau,44784276
5030,SQL,44784276
5030,Azure,44784276
5030,Spark,44784276
5030,Hadoop,44784276
5030,SQL Server,44784276
5030,Databricks,44784276
5030,Docker,44784276
5032,Excel,44753127
5032,SQL,44753127
5032,PySpark,44753127
5032,Azure,44753127
5032,Spark,44753127
5032,Hadoop,44753127
5032,ETL,44753127
5033,ML,44796147
5033,Azure,44796147
5033,Docker,44796147
5034,Excel,44794517
5034,Tableau,44794517
5034,SQL,44794517
5034,SQL Server,44794517
5034,Qlik,44794517
5035,Apache,44754444
5035,SQL,44754444
5035,MongoDB,44754444
5035,NoSQL,44754444
5035,Azure,44754444
5035,Spark,44754444
5035,Hadoop,44754444
5035,Access,44754444
5035,Cassandra,44754444
5035,Snowflake,44754444
5035,Docker,44754444
5036,Hadoop,44841692
5036,Javascript,44841692
5037,MongoDB,44794442
5037,Excel,44794442
5037,ETL,44794442
5038,Hadoop,44726823
5038,Spark,44726823
5038,ETL,44726823
5039,Excel,44838459
5041,Tableau,44867508
5043,Tableau,44866994
5043,SQL,44866994
5044,Tableau,44867047
5044,SQL,44867047
5044,Dataiku,44867047
5044,Power Bi,44867047
5044,MicroStrategy,44867047
5045,SAP,44861204
5045,Qlik,44861204
5045,Tableau,44861204
5045,SQL,44861204
5046,Excel,44891864
5046,DataViz,44891864
5046,Power Bi,44891864
5046,SQL,44891864
5047,Excel,44895554
5047,Tableau,44895554
5047,Apache,44895554
5047,SQL,44895554
5047,Spark,44895554
5047,Dataiku,44895554
5047,ETL,44895554
5047,Docker,44895554
5048,Looker,44827410
5048,DataViz,44827410
5048,Power Bi,44827410
5049,VBA,44803448
5049,Tableau,44803448
5050,Tableau,44798695
5050,SQL,44798695
5052,NoSQL,44720421
5052,Spark,44720421
5052,SQL,44720421
5053,ML,44866972
5053,Tableau,44866972
5053,SQL,44866972
5054,Looker,44897674
5054,Tableau,44897674
5054,SQL,44897674
5055,Excel,44836948
5055,Tableau,44836948
5055,Power Bi,44836948
5056,SQL,44880190
5057,Jupyter,44904362
5057,Spark,44904362
5057,Tableau,44904362
5057,SQL,44904362
5058,SQL,44793601
5059,Qlik,44784228
5059,QlikSens,44784228
5059,Tableau,44784228
5059,Power Bi,44784228
5060,SQL,44753558
5060,NoSQL,44753558
5060,Azure,44753558
5060,Spark,44753558
5060,ETL,44753558
5060,Docker,44753558
5061,Mac,44892270
5062,Excel,44731095
5062,SQL,44731095
5062,SEMARCHY,44731095
5062,Databricks,44731095
5062,Snowflake,44731095
5062,Datalake,44731095
5062,Qlik,44731095
5063,Excel,44763197
5063,Spark,44763197
5064,ML,44764939
5064,Excel,44764939
5064,Tableau,44764939
5064,VBA,44764939
5064,Power Bi,44764939
5064,SAP,44764939
5065,Tableau,44847463
5065,Power Bi,44847463
5065,SQL,44847463
5067,Tableau,44882282
5067,SQL,44882282
5067,Spark,44882282
5067,Hadoop,44882282
5067,SQL Server,44882282
5067,Access,44882282
5067,DataViz,44882282
5067,Power Bi,44882282
5067,ETL,44882282
5067,SAP,44882282
5067,Qlik,44882282
5068,Windows,44851351
5068,SQL,44851351
5068,NoSQL,44851351
5068,Spark,44851351
5068,Javascript,44851351
5068,Hadoop,44851351
5068,ETL,44851351
5069,Azure,44776980
5069,Hadoop,44776980
5069,machine learning,44776980
5069,Mac,44776980
5069,Databricks,44776980
5070,Mac,44753505
5071,SQL,44715101
5071,Azure,44715101
5071,Spark,44715101
5071,machine learning,44715101
5071,ETL,44715101
5071,Mac,44715101
5071,Docker,44715101
5072,SQL,44714420
5072,Azure,44714420
5072,Spark,44714420
5072,machine learning,44714420
5072,ETL,44714420
5072,Mac,44714420
5072,Docker,44714420
5073,ML,44753575
5073,Airflow,44753575
5073,Docker,44753575
5074,ML,44722195
5074,Jupyter,44722195
5074,SQL,44722195
5074,NoSQL,44722195
5074,Azure,44722195
5074,Spark,44722195
5074,machine learning,44722195
5074,Dataiku,44722195
5074,AlteryX,44722195
5074,Mac,44722195
5074,Databricks,44722195
5074,Snowflake,44722195
5075,Excel,44838677
5076,Linux,42249277
5076,Docker,42249277
5078,Mac,44839963
5078,machine learning,44839963
5078,SQL,44839963
5079,Tableau,44715207
5080,ML,44722349
5080,Jupyter,44722349
5080,Mac,44722349
5080,Tableau,44722349
5080,SQL,44722349
5080,MongoDB,44722349
5080,Azure,44722349
5080,Docker,44722349
5080,Spark,44722349
5080,Cassandra,44722349
5080,PostgreSQL,44722349
5080,machine learning,44722349
5080,Dataiku,44722349
5080,Shiny,44722349
5080,Qlik,44722349
5081,Excel,44888158
5082,Excel,44895488
5082,Tableau,44895488
5082,Power Bi,44895488
5083,Excel,44845388
5083,SQL,44845388
5083,NoSQL,44845388
5083,QlikSens,44845388
5083,machine learning,44845388
5083,Mac,44845388
5083,Qlik,44845388
5085,SQL,44729542
5085,Azure,44729542
5085,MySQL,44729542
5085,Spark,44729542
5085,Hadoop,44729542
5085,Datalake,44729542
5086,VBA,44722998
5086,Excel,44722998
5086,Tableau,44722998
5086,SQL,44722998
5087,Linux,44753628
5087,Windows,44753628
5087,SQL,44753628
5087,NoSQL,44753628
5087,Spark,44753628
5087,Hadoop,44753628
5087,Access,44753628
5087,ETL,44753628
5087,Mac,44753628
5087,Datalake,44753628
5088,SQL,44749167
5088,NoSQL,44749167
5088,Azure,44749167
5088,Spark,44749167
5088,Mac,44749167
5089,Excel,44888059
5089,Power Bi,44888059
5089,SQL,44888059
5090,Excel,44832576
5091,Excel,44838861
5092,Excel,44845381
5092,SQL,44845381
5092,NoSQL,44845381
5092,QlikSens,44845381
5092,machine learning,44845381
5092,Mac,44845381
5092,Qlik,44845381
5093,Mac,44841617
5093,machine learning,44841617
5094,Mac,44802303
5094,machine learning,44802303
5094,Excel,44802303
5094,SQL,44802303
5095,ML,44722313
5095,Tableau,44722313
5095,SQL,44722313
5095,Google Analytics,44722313
5095,Power Bi,44722313
5095,AlteryX,44722313
5095,Shiny,44722313
5095,Qlik,44722313
5096,QlikSens,44828241
5096,Dataiku,44828241
5096,Oracle,44828241
5096,Snowflake,44828241
5096,Qlik,44828241
5097,ML,44722149
5097,SQL,44722149
5097,NoSQL,44722149
5097,Azure,44722149
5097,Spark,44722149
5097,Snowflake,44722149
5098,Mac,44836043
5098,ETL,44836043
5098,SQL,44836043
5100,Excel,44866726
5100,Tableau,44866726
5100,SQL,44866726
5100,VBA,44866726
5100,AlteryX,44866726
5100,Qlik,44866726
5101,SQL Server,44781564
5101,ETL,44781564
5101,Power Bi,44781564
5101,SQL,44781564
5102,Oracle,44805573
5102,ETL,44805573
5103,Excel,44888207
5103,Tableau,44888207
5103,SQL,44888207
5104,Spark,44765066
5104,Dataiku,44765066
5105,Databricks,44888015
5105,Excel,44888015
5105,SQL,44888015
5106,Looker,44731071
5106,Excel,44731071
5106,Tableau,44731071
5107,Access,44882959
5109,Dataiku,44893897
5110,Excel,44809320
5110,Tableau,44809320
5110,SQL,44809320
5111,ML,44722352
5111,Excel,44722352
5111,Tableau,44722352
5111,Power Bi,44722352
5111,AlteryX,44722352
5112,ML,44722121
5112,Tableau,44722121
5112,SQL,44722121
5112,Docker,44722121
5112,Power Bi,44722121
5112,AlteryX,44722121
5112,Qlik,44722121
5113,Excel,44726932
5113,Power Bi,44726932
5113,SQL,44726932
5114,ML,44722231
5114,Excel,44722231
5114,Tableau,44722231
5114,Power Bi,44722231
5114,AlteryX,44722231
5115,ML,44722207
5115,Excel,44722207
5115,Tableau,44722207
5115,Power Bi,44722207
5115,AlteryX,44722207
5116,VBA,44793787
5116,Excel,44793787
5116,Power Bi,44793787
5116,SQL,44793787
5117,Mac,44852379
5117,machine learning,44852379
5118,ML,44722325
5118,Excel,44722325
5118,Tableau,44722325
5118,Power Bi,44722325
5118,AlteryX,44722325
5120,DataViz,44827605
5120,Tableau,44827605
5120,SQL,44827605
5121,Access,44862758
5121,Airflow,44862758
5121,Apache,44862758
5121,SQL,44862758
5122,Mac,44905010
5122,machine learning,44905010
5123,SQL,44723176
5124,Oracle,44840938
5124,Excel,44840938
5126,Excel,44806682
5131,Mac,44763996
5132,Mac,44767105
5132,machine learning,44767105
5133,Tableau,44844068
5133,SQL,44844068
5133,Power Bi,44844068
5133,SAP,44844068
5133,Snowflake,44844068
5134,Azure,44889552
5134,SQL Server,44889552
5134,ETL,44889552
5134,SQL,44889552
5135,ML,44799954
5135,SQL,44799954
5135,NoSQL,44799954
5135,MySQL,44799954
5135,ETL,44799954
5135,Looker,44799954
5136,Excel,44764743
5136,Tableau,44764743
5136,Apache,44764743
5136,SQL,44764743
5136,Azure,44764743
5136,SAP,44764743
5136,Datalake,44764743
5137,Excel,44844213
5138,VBA,44794220
5139,Excel,44812202
5139,Tableau,44812202
5139,SQL,44812202
5139,Azure,44812202
5139,Power Bi,44812202
5140,Mac,44893267
5141,Azure,44846908
5141,NoSQL,44846908
5141,SQL,44846908
5143,Linux,44887161
5143,Windows,44887161
5143,SQL,44887161
5143,Apache,44887161
5143,Azure,44887161
5143,Spark,44887161
5143,Access,44887161
5143,Snowflake,44887161
5143,Datalake,44887161
5143,Docker,44887161
5144,Hadoop,44782535
5144,SQL,44782535
5145,Apache,44782439
5145,Hadoop,44782439
5148,ML,44813541
5149,ETL,44782538
5149,DataViz,44782538
5149,SEMARCHY,44782538
5149,Power Bi,44782538
5149,Qlik,44782538
5150,Access,44799374
5152,Hadoop,44782558
5153,ML,44813767
5154,Mac,44815461
5154,SAP,44815461
5154,Windows,44815461
5156,Access,44863827
5157,ML,44813658
5158,Excel,44849568
5158,Tableau,44849568
5158,SQL,44849568
5158,QlikSens,44849568
5158,Power Bi,44849568
5158,ETL,44849568
5158,Qlik,44849568
5159,Excel,44813746
5162,Excel,44849548
5163,SQL,44758471
5163,Azure,44758471
5163,QlikSens,44758471
5163,DataViz,44758471
5163,ETL,44758471
5163,SAP,44758471
5163,Snowflake,44758471
5163,Qlik,44758471
5164,Datalake,44813592
5164,Excel,44813592
5164,SQL,44813592
5165,ML,44761450
5165,machine learning,44761450
5165,Mac,44761450
5166,Excel,44758880
5167,Excel,44899189
5167,Tableau,44899189
5167,SQL,44899189
5167,Azure,44899189
5167,MySQL,44899189
5167,SQL Server,44899189
5167,PostgreSQL,44899189
5167,DataViz,44899189
5167,Power Bi,44899189
5167,ETL,44899189
5168,ETL,44901368
5168,Datalake,44901368
5168,Tableau,44901368
5168,SQL,44901368
5169,Mac,44884290
5169,machine learning,44884290
5169,Tableau,44884290
5170,Azure,32222369
5170,Spark,32222369
5170,Hadoop,32222369
5170,machine learning,32222369
5170,Mac,32222369
5171,PySpark,44884455
5171,Azure,44884455
5171,Spark,44884455
5171,Dataiku,44884455
5171,ETL,44884455
5172,Mac,44731610
5172,Azure,44731610
5172,Docker,44731610
5172,Javascript,44731610
5173,Excel,44762284
5173,Tableau,44762284
5173,SQL,44762284
5173,machine learning,44762284
5173,Mac,44762284
5173,Airflow,44762284
5174,SQL,44710171
5175,Access,44777728
5175,Excel,44777728
5176,Mac,44748805
5176,Azure,44748805
5176,machine learning,44748805
5176,SQL,44748805
5177,Qlik,44758424
5177,QlikSens,44758424
5177,Tableau,44758424
5178,SQL,44887125
5178,PySpark,44887125
5178,Spark,44887125
5178,Hadoop,44887125
5178,Snowflake,44887125
5178,Airflow,44887125
5179,ML,44761326
5179,Apache,44761326
5179,SQL,44761326
5179,Spark,44761326
5179,Access,44761326
5179,machine learning,44761326
5179,Google Analytics,44761326
5179,ETL,44761326
5179,Mac,44761326
5179,Airflow,44761326
5180,ML,44761266
5180,Apache,44761266
5180,SQL,44761266
5180,Spark,44761266
5180,Access,44761266
5180,machine learning,44761266
5180,Google Analytics,44761266
5180,ETL,44761266
5180,Mac,44761266
5180,Airflow,44761266
5181,Excel,44758875
5181,SQL,44758875
5181,PySpark,44758875
5181,Azure,44758875
5181,Spark,44758875
5181,Hadoop,44758875
5181,ETL,44758875
5182,Mac,44762579
5182,machine learning,44762579
5182,Spark,44762579
5184,Mac,44758006
5184,machine learning,44758006
5184,Spark,44758006
5185,Tableau,44876116
5186,Linux,44730571
5186,Airflow,44730571
5186,Tableau,44730571
5186,Apache,44730571
5186,SQL,44730571
5186,Azure,44730571
5186,ETL,44730571
5186,Docker,44730571
5187,ML,44831636
5187,SQL,44831636
5187,Access,44831636
5187,machine learning,44831636
5187,Mac,44831636
5187,Airflow,44831636
5188,Excel,44767031
5188,Dataiku,44767031
5188,SQL,44767031
5189,Excel,44758897
5189,SQL,44758897
5189,PySpark,44758897
5189,Spark,44758897
5189,Power Bi,44758897
5189,SAP,44758897
5190,Excel,44899175
5190,Tableau,44899175
5190,SQL,44899175
5190,Access,44899175
5190,VBA,44899175
5190,Power Bi,44899175
5191,ML,44761261
5191,Excel,44761261
5191,SQL,44761261
5191,machine learning,44761261
5191,Mac,44761261
5194,Excel,44761361
5194,SQL,44761361
5194,Azure,44761361
5194,Spark,44761361
5194,SEMARCHY,44761361
5194,ETL,44761361
5194,SAP,44761361
5195,ML,44815405
5195,PySpark,44815405
5195,Spark,44815405
5195,machine learning,44815405
5195,Mac,44815405
5195,Airflow,44815405
5196,ML,44767040
5196,Azure,44767040
5196,Spark,44767040
5196,machine learning,44767040
5196,Mac,44767040
5196,Docker,44767040
5197,DataViz,44814865
5197,Tableau,44814865
5197,SQL,44814865
5198,Mac,44761444
5198,Linux,44761444
5198,machine learning,44761444
5198,Docker,44761444
5199,Mac,44799235
5199,machine learning,44799235
5199,Excel,44799235
5199,SQL,44799235
5200,Mac,44814816
5200,machine learning,44814816
5200,SQL,44814816
5201,VBA,44777814
5201,Excel,44777814
5201,Tableau,44777814
5201,SQL,44777814
5202,Tableau,44771297
5203,Mac,44899072
5203,machine learning,44899072
5203,Access,44899072
5203,SQL,44899072
5204,Excel,44905901
5205,Tableau,44869015
5205,Dataiku,44869015
5206,ETL,44832552
5206,Excel,44832552
5206,Power Bi,44832552
5206,SQL,44832552
5207,ETL,44814633
5207,Excel,44814633
5207,Power Bi,44814633
5207,SQL,44814633
5208,Tableau,44815477
5208,SQL,44815477
5208,Spark,44815477
5208,Access,44815477
5208,Databricks,44815477
5208,Airflow,44815477
5209,ML,44812006
5209,Azure,44812006
5209,Excel,44812006
5209,Access,44812006
5211,Excel,44767039
5212,Excel,44767063
5213,ML,44757821
5213,Airflow,44757821
5213,Excel,44757821
5213,Tableau,44757821
5213,data mining,44757821
5213,SQL,44757821
5213,NoSQL,44757821
5213,ETL,44757821
5213,Spark,44757821
5213,Hadoop,44757821
5213,PostgreSQL,44757821
5213,machine learning,44757821
5213,Plotly,44757821
5213,Mac,44757821
5213,Docker,44757821
5214,Tableau,44882302
5214,SQL,44882302
5214,Spark,44882302
5214,Hadoop,44882302
5214,SQL Server,44882302
5214,Access,44882302
5214,DataViz,44882302
5214,Power Bi,44882302
5214,ETL,44882302
5214,SAP,44882302
5214,Qlik,44882302
5215,ML,44897615
5215,Mac,44897615
5216,SAP,44802497
5216,Excel,44802497
5217,Tableau,44794459
5217,SQL,44794459
5217,Azure,44794459
5217,SQL Server,44794459
5217,Power Bi,44794459
5218,Excel,44785992
5218,Tableau,44785992
5218,SQL,44785992
5218,Azure,44785992
5218,ETL,44785992
5218,AlteryX,44785992
5219,Tableau,44784618
5219,SQL,44784618
5219,Azure,44784618
5219,SQL Server,44784618
5219,Power Bi,44784618
5219,Datalake,44784618
5220,Mac,44904938
5220,Excel,44904938
5220,Power Bi,44904938
5221,Power Bi,37660683
5221,SQL,37660683
5222,DataViz,44734562
5222,Mac,44734562
5222,Excel,44734562
5222,Tableau,44734562
5223,NoSQL,44784178
5223,ETL,44784178
5223,SQL,44784178
5224,ETL,44736869
5224,Excel,44736869
5224,SQL,44736869
5225,Oracle,44791556
5225,Tableau,44791556
5225,Power Bi,44791556
5226,Excel,44714145
5226,SQL,44714145
5226,Azure,44714145
5226,Spark,44714145
5226,Power Bi,44714145
5226,Databricks,44714145
5226,MicroStrategy,44714145
5227,Excel,43648527
5227,Tableau,43648527
5227,VBA,43648527
5227,Power Bi,43648527
5227,Qlik,43648527
5228,SQL,44822829
5229,Tableau,44808733
5229,SQL,44808733
5229,Spark,44808733
5229,Dataiku,44808733
5229,Qlik,44808733
5230,Tableau,44808998
5230,SQL,44808998
5230,Spark,44808998
5230,Dataiku,44808998
5230,Qlik,44808998
5231,Tableau,44808868
5231,SQL,44808868
5231,Spark,44808868
5231,Dataiku,44808868
5231,Qlik,44808868
5232,Excel,44845368
5232,SQL,44845368
5232,NoSQL,44845368
5232,QlikSens,44845368
5232,machine learning,44845368
5232,Mac,44845368
5232,Qlik,44845368
5233,Excel,44845348
5233,SQL,44845348
5233,NoSQL,44845348
5233,QlikSens,44845348
5233,machine learning,44845348
5233,Mac,44845348
5233,Qlik,44845348
5234,VBA,44894053
5234,Excel,44894053
5234,Tableau,44894053
5234,Power Bi,44894053
5235,Tableau,44841602
5235,SQL,44841602
5235,DataViz,44841602
5235,Power Bi,44841602
5235,AlteryX,44841602
5235,Qlik,44841602
5236,Excel,44894023
5237,Tableau,44844729
5237,SQL,44844729
5237,DataViz,44844729
5237,Power Bi,44844729
5237,AlteryX,44844729
5237,Qlik,44844729
5238,VBA,44826418
5238,Excel,44826418
5239,Mac,44891138
5240,Tableau,44791716
5240,SQL,44791716
5240,Power Bi,44791716
5240,Oracle,44791716
5240,Datalake,44791716
5241,Tableau,44812368
5242,ML,44880231
5242,Tableau,44880231
5242,SQL,44880231
5242,Javascript,44880231
5242,Google Analytics,44880231
5242,Looker,44880231
5243,Excel,41043422
5243,SQL,41043422
5244,Tableau,44800341
5245,Tableau,44751246
5246,Excel,44729437
5247,Mac,44722853
5247,SAP,44722853
5247,Excel,44722853
5248,Tableau,44812315
5249,Excel,44729297
5250,Excel,44721766
5252,Tableau,44720688
5252,SQL,44720688
5253,Mac,44730890
5253,machine learning,44730890
5254,Mac,44753686
5254,Excel,44753686
5254,Access,44753686
5255,Mac,44771721
5255,SAP,44771721
5255,Excel,44771721
5255,Tableau,44771721
5256,Linux,44865541
5256,Windows,44865541
5256,SQL,44865541
5256,MongoDB,44865541
5256,MySQL,44865541
5256,SQL Server,44865541
5256,Cassandra,44865541
5256,PostgreSQL,44865541
5256,Oracle,44865541
5257,VBA,44904860
5257,Excel,44904860
5257,ETL,44904860
5257,SQL,44904860
5258,SQL,44755176
5258,Azure,44755176
5258,Spark,44755176
5258,Power Bi,44755176
5258,Databricks,44755176
5258,MicroStrategy,44755176
5259,Mac,44844580
5259,Linux,44844580
5259,Excel,44844580
5259,Docker,44844580
5260,Excel,44802670
5261,SAP,44888209
5261,Excel,44888209
5261,Tableau,44888209
5263,Excel,44812946
5264,Mac,44827799
5265,Excel,44878513
5266,Excel,44888208
5267,SAP,44841446
5267,Qlik,44841446
5267,Excel,44841446
5267,Tableau,44841446
5268,SAP,44891618
5268,Qlik,44891618
5268,Excel,44891618
5268,Tableau,44891618
5270,Excel,44803022
5271,SAP,44751081
5271,Excel,44751081
5272,Mac,44837778
5273,Mac,44905243
5273,SAP,44905243
5274,Excel,44802719
5275,Mac,44836931
5275,machine learning,44836931
5275,Excel,44836931
5276,SAP,44771906
5277,Mac,44890669
5278,Mac,44803181
5278,Excel,44803181
5278,data mining,44803181
5278,SQL,44803181
5279,Mac,44842768
5279,Excel,44842768
5280,SAP,44900752
5281,SAP,44896038
5282,Excel,44799679
5284,Databricks,44761323
5284,Azure,44761323
5284,Excel,44761323
5284,Power Bi,44761323
5285,Azure,43308227
5285,Snowflake,43308227
5285,DataViz,43308227
5285,SQL,43308227
5286,ML,44730595
5286,Excel,44730595
5286,Access,44730595
5287,ML,44875883
5287,Javascript,44875883
5287,MySQL,44875883
5287,SQL,44875883
5288,ML,44761296
5288,Excel,44761296
5288,Access,44761296
5288,Google Analytics,44761296
5288,DataViz,44761296
5288,SAP,44761296
5288,Looker,44761296
5289,Access,44729035
5289,Excel,44729035
5291,SAP,44845442
5291,Excel,44845442
5291,Tableau,44845442
5291,Power Bi,44845442
5292,Excel,44746156
5292,Tableau,44746156
5292,Power Bi,44746156
5292,Mac,44746156
5292,Qlik,44746156
5293,ML,44728919
5293,Excel,44728919
5293,Access,44728919
5296,Power Bi,44831583
5296,MicroStrategy,44831583
5298,PostgreSQL,44815633
5298,SQL,44815633
5299,ML,44887130
5299,Excel,44887130
5300,Excel,44887107
5300,Power Bi,44887107
5300,SQL,44887107
5301,Mac,44778450
5301,Excel,44778450
5302,Mac,44778349
5302,Excel,44778349
5303,ML,44761375
5303,machine learning,44761375
5303,Excel,44761375
5303,Mac,44761375
5304,SAP,44798926
5304,Excel,44798926
5305,VBA,44828607
5305,Excel,44828607
5306,VBA,44828602
5307,VBA,44828603
5309,Linux,44891845
5309,SQL,44891845
5310,Linux,44781335
5310,Windows,44781335
5310,SQL,44781335
5310,Azure,44781335
5310,Oracle,44781335
5311,Linux,44861376
5311,Excel,44861376
5311,Windows,44861376
5313,SQL,44863738
5314,Linux,44716137
5314,Windows,44716137
5314,SQL,44716137
5314,Azure,44716137
5314,SQL Server,44716137
5314,Oracle,44716137
5315,Linux,44730710
5317,Excel,44718800
5318,SAP,44764738
5319,ML,44864523
5319,Linux,44864523
5319,Excel,44864523
5319,Windows,44864523
5325,SQL Server,44716824
5325,SQL,44716824
5326,Oracle,44783031
5326,SAP,44783031
5326,Excel,44783031
5326,MicroStrategy,44783031
5331,Excel,44841028
5332,Excel,44838548
5333,SQL,44825222
5335,Mac,42362027
5335,Excel,42362027
5336,Excel,44869447
5337,Excel,44844366
5338,ML,44838735
5339,ML,44722185
5339,Excel,44722185
5340,Excel,44844365
5341,Excel,44878573
5342,Tableau,44806599
5343,ML,44814384
5343,Access,44814384
5343,SQL,44814384
5344,ML,44790607
5344,SQL,44790607
5346,Linux,44753521
5347,Excel,44724081
5347,Tableau,44724081
5348,Excel,44890798
5351,ML,44788935
5352,Mac,44864020
5353,Mac,44863821
5355,Oracle,44836037
5355,Linux,44836037
5355,Javascript,44836037
5355,SQL,44836037
5357,Excel,44865084
5357,SQL,44865084
5357,Access,44865084
5357,Oracle,44865084
5357,SAP,44865084
5358,Linux,44734370
5358,Windows,44734370
5359,SAP,44828275
5359,Excel,44828275
5359,Tableau,44828275
5360,SAP,44798466
5360,Excel,44798466
5364,Linux,44721428
5364,Windows,44721428
5364,SQL,44721428
5368,Tableau,44781045
5369,Excel,44901273
5370,Access,44882278
5371,Power Bi,44796462
5371,SQL,44796462
5374,Excel,44782660
5374,Windows,44782660
5380,Excel,44835997
5380,Power Bi,44835997
5382,ML,44751136
5385,ML,44789144
5385,Windows,44789144
5386,Windows,44728364
5386,SQL,44728364
5386,MySQL,44728364
5386,SQL Server,44728364
5386,Oracle,44728364
5387,Windows,44726358
5387,SQL,44726358
5387,MySQL,44726358
5387,SQL Server,44726358
5387,Oracle,44726358
5388,Windows,44725629
5388,SQL,44725629
5388,MySQL,44725629
5388,SQL Server,44725629
5388,Oracle,44725629
5389,Access,44733285
5389,Excel,44733285
5390,Mac,44827952
5390,SQL,44827952
5392,Linux,44835871
5392,Windows,44835871
5393,Linux,44833803
5393,Windows,44833803
5394,Access,44883109
5395,SQL,44763168
5396,Mac,44841026
5396,Excel,44841026
5396,Tableau,44841026
5397,VBA,44815453
5397,Excel,44815453
5398,Mac,44814835
5398,SAP,44814835
5399,ML,44722262
5401,Excel,44847004
5403,Linux,44835362
5403,Windows,44835362
5405,Excel,44865755
5409,SAP,38730483
5409,Excel,38730483
5409,Tableau,38730483
5410,VBA,44735938
5410,Excel,44735938
5410,SQL,44735938
5411,Windows,44718981
5411,SQL,44718981
5411,MySQL,44718981
5411,SQL Server,44718981
5411,Oracle,44718981
5412,Windows,44718203
5412,SQL,44718203
5412,MySQL,44718203
5412,SQL Server,44718203
5412,Oracle,44718203
5413,Excel,44778702
5413,SQL,44778702
5418,ML,44731354
5419,SAP,44720182
5421,Excel,44838158
5422,Access,44827707
5422,Excel,44827707
5422,Power Bi,44827707
5423,Excel,44906442
5423,Tableau,44906442
5424,SAP,44793726
5424,ETL,44793726
5424,Power Bi,44793726
5424,SQL,44793726
5425,SQL,44815410
5425,SQL Server,44815410
5425,QlikSens,44815410
5425,ETL,44815410
5425,Oracle,44815410
5425,Qlik,44815410
5426,Excel,44802706
5428,Excel,44794174
5429,SQL,44716816
5430,Excel,44794846
5430,Tableau,44794846
5430,SQL,44794846
5430,SQL Server,44794846
5430,Power Bi,44794846
5430,Oracle,44794846
5432,Tableau,44794953
5432,QlikSens,44794953
5432,Power Bi,44794953
5432,SAP,44794953
5432,Qlik,44794953
5433,Mac,44721045
5433,Excel,44721045
5433,Power Bi,44721045
5434,Azure,44712348
5434,DAX,44712348
5434,Power Bi,44712348
5436,Excel,44889569
5440,Javascript,44783148
5441,SAP,44667123
5445,Linux,44886848
5445,Windows,44886848
5445,SQL,44886848
5445,MySQL,44886848
5445,Access,44886848
5445,Oracle,44886848
5446,Oracle,44799473
5446,SQL Server,44799473
5446,SQL,44799473
5448,Tableau,44848618
5449,Mac,44887015
5449,Excel,44887015
5450,Excel,44815107
5451,Excel,44730535
5453,Excel,44886858
5454,Windows,44898914
5454,SQL,44898914
5454,Power Apps,44898914
5454,SQL Server,44898914
5454,Power Bi,44898914
5454,ETL,44898914
5454,SAP,44898914
5457,Excel,44849570
5458,ML,44758972
5458,Excel,44758972
5462,ML,44710096
5462,SQL,44710096
5463,Excel,44795645
5464,Excel,44761283
5464,Tableau,44761283
5467,Access,44730081
5467,Excel,44730081
5468,VBA,44771280
5468,Excel,44771280
5468,SQL,44771280
5469,Excel,44778227
5469,Tableau,44778227
5469,Power Bi,44778227
5470,Excel,44777614
5470,Tableau,44777614
5470,Power Bi,44777614
5471,Mac,44761399
5471,Excel,44761399
5473,Access,44730082
5473,Excel,44730082
5474,Excel,44676793
5476,ML,44795038
5476,SAP,44795038
5477,SAP,44825061
5478,Mac,44727648
5479,ML,44802761
5479,Excel,44802761
5479,Tableau,44802761
5481,ML,44771194
5481,SQL,44771194
5482,ML,44771286
5482,Excel,44771286
5482,Tableau,44771286
5483,Excel,45103083
5484,Windows,45080215
5485,ML,44961966
